Organization Name,Visualization Name,Original URL,Archived URL,Cached?,Timestamp,Archive Date
National Institute of Health (NIH),NIH-2117-health-16.png,https://www.niaaa.nih.gov/publications/surveillance-reports/surveillance76,https://web.archive.org/web/20260701130506/https://www.niaaa.nih.gov/publications/surveillance-reports/surveillance76,True,2026-07-01 13:05:06,2026-07-01
National Institute of Health (NIH),NIH-2119-health-61.png,https://www.nlm.nih.gov/about/2020CJ.html,https://web.archive.org/web/20260701130627/https://www.nlm.nih.gov/about/2020CJ.html,False,2026-07-01 13:06:27,2026-07-01
National Institute of Health (NIH),NIH-2119-health-6.png,https://www.nlm.nih.gov/about/2014CJ.html,https://web.archive.org/web/20260701130629/https://www.nlm.nih.gov/about/2014CJ.html,False,2026-07-01 13:06:29,2026-07-01
National Institute of Health (NIH),NIH-2119-health-11.png,https://www.nlm.nih.gov/about/2022CJ.html,https://web.archive.org/web/20260701130634/https://www.nlm.nih.gov/about/2022CJ.html,False,2026-07-01 13:06:34,2026-07-01
National Institute of Health (NIH),NIH-2119-health-72.png,https://www.nimh.nih.gov/about/budget/fy-2017-budget-congressional-justification,https://web.archive.org/web/20260624201935/https://www.nimh.nih.gov/about/budget/fy-2017-budget-congressional-justification,True,2026-06-24 20:19:35,2026-06-24
National Institute of Health (NIH),NIH-2119-health-71.png,https://www.nimh.nih.gov/about/budget/fy-2017-budget-congressional-justification,https://web.archive.org/web/20260624201935/https://www.nimh.nih.gov/about/budget/fy-2017-budget-congressional-justification,True,2026-06-24 20:19:35,2026-06-24
National Institute of Health (NIH),NIH-2120-health-54.png,https://www.nlm.nih.gov/about/2007CJ.html,https://web.archive.org/web/20260701130756/https://www.nlm.nih.gov/about/2007CJ.html,False,2026-07-01 13:07:56,2026-07-01
National Institute of Health (NIH),NIH-2120-health-55.png,https://www.nlm.nih.gov/about/2007CJ.html,https://web.archive.org/web/20260701130756/https://www.nlm.nih.gov/about/2007CJ.html,True,2026-07-01 13:07:56,2026-07-01
National Institute of Health (NIH),NIH-2121-health-17.jpg,https://www.nlm.nih.gov/about/2012CJ.html,https://web.archive.org/web/20260701130821/https://www.nlm.nih.gov/about/2012CJ.html,False,2026-07-01 13:08:21,2026-07-01
National Institute of Health (NIH),NIH-2121-health-3.jpg,https://www.nimh.nih.gov/news/science-updates/2011/our-brains-are-made-of-the-same-stuff-despite-dna-differences,https://web.archive.org/web/20260701130912/https://www.nimh.nih.gov/news/science-updates/2011/our-brains-are-made-of-the-same-stuff-despite-dna-differences,False,2026-07-01 13:09:12,2026-07-01
National Institute of Health (NIH),NIH-2121-health-20.jpg,https://www.nlm.nih.gov/about/2012CJ.html,https://web.archive.org/web/20260701130821/https://www.nlm.nih.gov/about/2012CJ.html,True,2026-07-01 13:08:21,2026-07-01
National Institute of Health (NIH),NIH-2121-health-34.png,https://dpcpsi.nih.gov/proposed-reorg-establish-oriva-orepa,https://web.archive.org/web/20260701130931/https://dpcpsi.nih.gov/proposed-reorg-establish-oriva-orepa,False,2026-07-01 13:09:31,2026-07-01
National Institute of Health (NIH),NIH-2121-health-58.jpg,https://www.niams.nih.gov/about/budget/fy2018/congressional-justification,https://web.archive.org/web/20260701130947/https://www.niams.nih.gov/about/budget/fy2018/congressional-justification,False,2026-07-01 13:09:47,2026-07-01
National Institute of Health (NIH),NIH-2121-health-57.jpg,https://www.niams.nih.gov/about/budget/fy2018/congressional-justification,https://web.archive.org/web/20260701130947/https://www.niams.nih.gov/about/budget/fy2018/congressional-justification,False,2026-07-01 13:09:47,2026-07-01
National Institute of Health (NIH),NIH-2121-health-61.jpg,https://www.niams.nih.gov/about/budget/fy2018/congressional-justification,https://web.archive.org/web/20260701130947/https://www.niams.nih.gov/about/budget/fy2018/congressional-justification,True,2026-07-01 13:09:47,2026-07-01
National Institute of Health (NIH),NIH-2122-health-9.png,https://www.nlm.nih.gov/about/2004CJ.html,https://web.archive.org/web/20260701131012/https://www.nlm.nih.gov/about/2004CJ.html,False,2026-07-01 13:10:12,2026-07-01
National Institute of Health (NIH),NIH-2122-health-39.png,https://www.niddk.nih.gov/health-information/diagnostic-tests/a1c-test,https://web.archive.org/web/20260701131018/https://www.niddk.nih.gov/health-information/diagnostic-tests/a1c-test,False,2026-07-01 13:10:18,2026-07-01
National Institute of Health (NIH),NIH-2122-health-48.jpg,https://www.nlm.nih.gov/hmd/arabic/physiognomy2.html,https://web.archive.org/web/20260701131031/https://www.nlm.nih.gov/hmd/arabic/physiognomy2.html,False,2026-07-01 13:10:31,2026-07-01
National Institute of Health (NIH),NIH-2123-health-41.png,https://www.niaaa.nih.gov/grants-funding/manage-your-award/niaaa-success-rate-history-and-funding-curves,https://web.archive.org/web/20260701131138/https://reporter.nih.gov/search/JbRgAtchAUKHOoW2X1vObQ/projects?agencies=NIAAA,False,2026-07-01 13:11:38,2026-07-01
National Institute of Health (NIH),NIH-2123-health-48.png,https://www.nlm.nih.gov/about/2019CJ.html,https://web.archive.org/web/20260701131151/https://www.nlm.nih.gov/about/2019CJ.html,False,2026-07-01 13:11:51,2026-07-01
National Institute of Health (NIH),NIH-2123-health-49.png,https://www.nlm.nih.gov/about/2019CJ.html,https://web.archive.org/web/20260701131151/https://www.nlm.nih.gov/about/2019CJ.html,True,2026-07-01 13:11:51,2026-07-01
National Institute of Health (NIH),NIH-2124-health-59.jpg,https://www.niams.nih.gov/about/budget/fy2015/congressional-justification,https://web.archive.org/web/20260701131210/https://www.niams.nih.gov/about/budget/fy2015/congressional-justification,True,2026-07-01 13:12:10,2026-07-01
National Institute of Health (NIH),NIH-2124-health-58.jpg,https://www.niams.nih.gov/about/budget/fy2015/congressional-justification,https://web.archive.org/web/20260701131210/https://www.niams.nih.gov/about/budget/fy2015/congressional-justification,False,2026-07-01 13:12:10,2026-07-01
National Institute of Health (NIH),NIH-2124-health-60.jpg,https://www.niams.nih.gov/about/budget/fy2015/congressional-justification,https://web.archive.org/web/20260701131210/https://www.niams.nih.gov/about/budget/fy2015/congressional-justification,True,2026-07-01 13:12:10,2026-07-01
National Institute of Health (NIH),NIH-2124-health-61.jpg,https://www.niams.nih.gov/about/budget/fy2015/congressional-justification,https://web.archive.org/web/20260701131210/https://www.niams.nih.gov/about/budget/fy2015/congressional-justification,True,2026-07-01 13:12:10,2026-07-01
National Institute of Health (NIH),NIH-2124-health-63.jpg,https://www.niams.nih.gov/about/budget/fy2015/congressional-justification,https://web.archive.org/web/20260701131210/https://www.niams.nih.gov/about/budget/fy2015/congressional-justification,True,2026-07-01 13:12:10,2026-07-01
National Institute of Health (NIH),NIH-2125-health-29.jpg,https://www.nccih.nih.gov/about/budget/congressional/fy2019,https://web.archive.org/web/20260701131301/https://www.nccih.nih.gov/about/budget/congressional/fy2019,False,2026-07-01 13:13:01,2026-07-01
National Institute of Health (NIH),NIH-2125-health-42.jpg,https://www.niams.nih.gov/about/budget/fy2017/congressional-justification,https://web.archive.org/web/20260701131303/https://www.niams.nih.gov/about/budget/fy2017/congressional-justification,False,2026-07-01 13:13:03,2026-07-01
National Institute of Health (NIH),NIH-2125-health-43.jpg,https://www.niams.nih.gov/about/budget/fy2017/congressional-justification,https://web.archive.org/web/20260701131303/https://www.niams.nih.gov/about/budget/fy2017/congressional-justification,True,2026-07-01 13:13:03,2026-07-01
National Institute of Health (NIH),NIH-2125-health-44.jpg,https://www.niams.nih.gov/about/budget/fy2017/congressional-justification,https://web.archive.org/web/20260701131303/https://www.niams.nih.gov/about/budget/fy2017/congressional-justification,True,2026-07-01 13:13:03,2026-07-01
National Institute of Health (NIH),NIH-2125-health-45.jpg,https://www.niams.nih.gov/about/budget/fy2017/congressional-justification,https://web.archive.org/web/20260701131303/https://www.niams.nih.gov/about/budget/fy2017/congressional-justification,True,2026-07-01 13:13:03,2026-07-01
National Institute of Health (NIH),NIH-2126-health-10.png,https://www.nccih.nih.gov/about/budget/congressional/fy2024,https://web.archive.org/web/20260701131340/https://www.nccih.nih.gov/about/budget/congressional/fy2024,False,2026-07-01 13:13:40,2026-07-01
National Institute of Health (NIH),NIH-2126-health-33.png,https://www.nlm.nih.gov/about/2018CJ.html,https://web.archive.org/web/20260701131445/https://www.nlm.nih.gov/about/2018CJ.html,True,2026-07-01 13:14:45,2026-07-01
National Institute of Health (NIH),NIH-2126-health-32.png,https://www.nlm.nih.gov/about/2018CJ.html,https://web.archive.org/web/20260701131445/https://www.nlm.nih.gov/about/2018CJ.html,False,2026-07-01 13:14:45,2026-07-01
National Institute of Health (NIH),NIH-2126-health-35.png,https://www.nlm.nih.gov/about/2018CJ.html,https://web.archive.org/web/20260701131445/https://www.nlm.nih.gov/about/2018CJ.html,True,2026-07-01 13:14:45,2026-07-01
National Institute of Health (NIH),NIH-2126-health-48.jpg,https://www.niddk.nih.gov/health-information/health-statistics/overweight-obesity,https://web.archive.org/web/20260701131510/https://www.niddk.nih.gov/health-information/health-statistics/overweight-obesity,True,2026-07-01 13:15:10,2026-07-01
National Institute of Health (NIH),NIH-2126-health-46.jpg,https://www.niddk.nih.gov/health-information/health-statistics/overweight-obesity,https://web.archive.org/web/20260701131510/https://www.niddk.nih.gov/health-information/health-statistics/overweight-obesity,False,2026-07-01 13:15:10,2026-07-01
National Institute of Health (NIH),NIH-2126-health-47.jpg,https://www.niddk.nih.gov/health-information/health-statistics/overweight-obesity,https://web.archive.org/web/20260701131510/https://www.niddk.nih.gov/health-information/health-statistics/overweight-obesity,True,2026-07-01 13:15:10,2026-07-01
National Institute of Health (NIH),NIH-2126-health-62.jpg,https://www.niddk.nih.gov/health-information/health-statistics/overweight-obesity,https://web.archive.org/web/20260701131510/https://www.niddk.nih.gov/health-information/health-statistics/overweight-obesity,True,2026-07-01 13:15:10,2026-07-01
National Institute of Health (NIH),NIH-2126-health-65.jpg,https://www.niddk.nih.gov/health-information/health-statistics/overweight-obesity,https://web.archive.org/web/20260701131510/https://www.niddk.nih.gov/health-information/health-statistics/overweight-obesity,True,2026-07-01 13:15:10,2026-07-01
National Institute of Health (NIH),NIH-2126-health-71.png,https://www.nccih.nih.gov/about/budget/congressional/fy2017,https://web.archive.org/web/20260701131648/https://www.nccih.nih.gov/about/budget/congressional/fy2017,True,2026-07-01 13:16:48,2026-07-01
National Institute of Health (NIH),NIH-2126-health-70.png,https://www.nccih.nih.gov/about/budget/congressional/fy2017,https://web.archive.org/web/20260701131648/https://www.nccih.nih.gov/about/budget/congressional/fy2017,False,2026-07-01 13:16:48,2026-07-01
National Institute of Health (NIH),NIH-2126-health-72.png,https://www.nccih.nih.gov/about/budget/congressional/fy2017,https://web.archive.org/web/20260701131648/https://www.nccih.nih.gov/about/budget/congressional/fy2017,True,2026-07-01 13:16:48,2026-07-01
National Institute of Health (NIH),NIH-2126-health-73.png,https://www.nccih.nih.gov/about/budget/congressional/fy2017,https://web.archive.org/web/20260701131648/https://www.nccih.nih.gov/about/budget/congressional/fy2017,True,2026-07-01 13:16:48,2026-07-01
National Institute of Health (NIH),NIH-2126-health-74.png,https://www.nccih.nih.gov/about/budget/congressional/fy2017,https://web.archive.org/web/20260701131648/https://www.nccih.nih.gov/about/budget/congressional/fy2017,True,2026-07-01 13:16:48,2026-07-01
National Institute of Health (NIH),NIH-2127-health-11.png,https://www.nimh.nih.gov/about/budget/fy-2020-budget-congressional-justification,https://web.archive.org/web/20260701131715/https://www.nimh.nih.gov/about/budget/fy-2020-budget-congressional-justification,True,2026-07-01 13:17:15,2026-07-01
National Institute of Health (NIH),NIH-2127-health-10.png,https://www.nimh.nih.gov/about/budget/fy-2020-budget-congressional-justification,https://web.archive.org/web/20260701131715/https://www.nimh.nih.gov/about/budget/fy-2020-budget-congressional-justification,True,2026-07-01 13:17:15,2026-07-01
National Institute of Health (NIH),NIH-2127-health-9.png,https://www.nimh.nih.gov/about/budget/fy-2020-budget-congressional-justification,https://web.archive.org/web/20260701131715/https://www.nimh.nih.gov/about/budget/fy-2020-budget-congressional-justification,False,2026-07-01 13:17:15,2026-07-01
National Institute of Health (NIH),NIH-2127-health-57.jpg,https://www.nccih.nih.gov/about/budget/congressional/fy2018,https://web.archive.org/web/20260701131813/https://www.nccih.nih.gov/about/budget/congressional/fy2018,False,2026-07-01 13:18:13,2026-07-01
National Institute of Health (NIH),NIH-2127-health-56.jpg,https://www.nccih.nih.gov/about/budget/congressional/fy2018,https://web.archive.org/web/20260701131813/https://www.nccih.nih.gov/about/budget/congressional/fy2018,False,2026-07-01 13:18:13,2026-07-01
National Institute of Health (NIH),NIH-2127-health-58.jpg,https://www.nccih.nih.gov/about/budget/congressional/fy2018,https://web.archive.org/web/20260701131813/https://www.nccih.nih.gov/about/budget/congressional/fy2018,True,2026-07-01 13:18:13,2026-07-01
National Institute of Health (NIH),NIH-2128-health-35.jpg,https://www.niams.nih.gov/about/budget/fy2018/patterns,https://web.archive.org/web/20260701131837/https://www.niams.nih.gov/about/budget/fy2018/patterns,False,2026-07-01 13:18:37,2026-07-01
National Institute of Health (NIH),NIH-2129-health-32.jpg,https://www.niams.nih.gov/about/budget/fy2017/patterns,https://web.archive.org/web/20260701131945/https://www.niams.nih.gov/about/budget/fy2017/patterns,False,2026-07-01 13:19:45,2026-07-01
National Institute of Health (NIH),NIH-2129-health-33.jpg,https://www.niams.nih.gov/about/budget/fy2017/patterns,https://web.archive.org/web/20260701131945/https://www.niams.nih.gov/about/budget/fy2017/patterns,True,2026-07-01 13:19:45,2026-07-01
National Institute of Health (NIH),NIH-2129-health-34.jpg,https://www.niams.nih.gov/about/budget/fy2017/patterns,https://web.archive.org/web/20260701131945/https://www.niams.nih.gov/about/budget/fy2017/patterns,True,2026-07-01 13:19:45,2026-07-01
National Institute of Health (NIH),NIH-2129-health-45.jpg,https://www.niams.nih.gov/about/budget/fy2015/patterns,https://web.archive.org/web/20260701132015/https://www.niams.nih.gov/about/budget/fy2015/patterns,False,2026-07-01 13:20:15,2026-07-01
National Institute of Health (NIH),NIH-2130-health-15.png,https://www.nimh.nih.gov/about/budget/fy-2021-budget-congressional-justification,https://web.archive.org/web/20260701132014/https://www.nimh.nih.gov/about/budget/fy-2021-budget-congressional-justification,False,2026-07-01 13:20:14,2026-07-01
National Institute of Health (NIH),NIH-2130-health-18.png,https://www.nimh.nih.gov/about/budget/fy-2021-budget-congressional-justification,https://web.archive.org/web/20260701132014/https://www.nimh.nih.gov/about/budget/fy-2021-budget-congressional-justification,True,2026-07-01 13:20:14,2026-07-01
National Institute of Health (NIH),NIH-2129-health-18.jpg,https://www.niams.nih.gov/about/budget/fy2016/patterns,https://web.archive.org/web/20260701132041/https://www.niams.nih.gov/about/budget/fy2016/patterns,False,2026-07-01 13:20:41,2026-07-01
National Institute of Health (NIH),NIH-2131-health-12.jpg,https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2023-budget-information-congressional-justification-national-institute-drug-abuse,https://web.archive.org/web/20260701132042/https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2023-budget-information-congressional-justification-national-institute-drug-abuse,False,2026-07-01 13:20:42,2026-07-01
National Institute of Health (NIH),NIH-2131-health-22.jpg,https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2023-budget-information-congressional-justification-national-institute-drug-abuse,https://web.archive.org/web/20260701132042/https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2023-budget-information-congressional-justification-national-institute-drug-abuse,True,2026-07-01 13:20:42,2026-07-01
National Institute of Health (NIH),NIH-2132-health-15.png,https://www.nlm.nih.gov/about/2017CJ.html,https://web.archive.org/web/20260701132118/https://www.nlm.nih.gov/about/2017CJ.html,False,2026-07-01 13:21:18,2026-07-01
National Institute of Health (NIH),NIH-2132-health-17.png,https://www.nlm.nih.gov/about/2017CJ.html,https://web.archive.org/web/20260701132118/https://www.nlm.nih.gov/about/2017CJ.html,True,2026-07-01 13:21:18,2026-07-01
National Institute of Health (NIH),NIH-2132-health-29.png,https://www.nlm.nih.gov/about/2015CJ.html,https://web.archive.org/web/20260701132151/https://www.nlm.nih.gov/about/2015CJ.html,True,2026-07-01 13:21:51,2026-07-01
National Institute of Health (NIH),NIH-2132-health-28.png,https://www.nlm.nih.gov/about/2015CJ.html,https://web.archive.org/web/20260701132151/https://www.nlm.nih.gov/about/2015CJ.html,False,2026-07-01 13:21:51,2026-07-01
National Institute of Health (NIH),NIH-2132-health-31.png,https://www.nlm.nih.gov/about/2015CJ.html,https://web.archive.org/web/20260701132151/https://www.nlm.nih.gov/about/2015CJ.html,True,2026-07-01 13:21:51,2026-07-01
National Institute of Health (NIH),NIH-2132-health-55.jpg,https://www.niehs.nih.gov/research/atniehs/labs/gisbl/pi/mgd,https://web.archive.org/web/20260701132214/https://www.niehs.nih.gov/research/atniehs/labs/gisbl/mgd,False,2026-07-01 13:22:14,2026-07-01
National Institute of Health (NIH),NIH-2133-health-47.png,https://www.nlm.nih.gov/about/2016CJ.html,https://web.archive.org/web/20260701132311/https://www.nlm.nih.gov/about/2016CJ.html,False,2026-07-01 13:23:11,2026-07-01
National Institute of Health (NIH),NIH-2133-health-14.jpg,https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2022-budget-information-congressional-justification-national-institute-drug-abuse,https://web.archive.org/web/20260701132313/https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2022-budget-information-congressional-justification-national-institute-drug-abuse,False,2026-07-01 13:23:13,2026-07-01
National Institute of Health (NIH),NIH-2133-health-13.jpg,https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2022-budget-information-congressional-justification-national-institute-drug-abuse,https://web.archive.org/web/20260701132313/https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2022-budget-information-congressional-justification-national-institute-drug-abuse,False,2026-07-01 13:23:13,2026-07-01
National Institute of Health (NIH),NIH-2133-health-70.jpg,https://www.nimh.nih.gov/about/budget/fy-2024-budget-congressional-justification,https://web.archive.org/web/20260701132445/https://www.nimh.nih.gov/about/budget/fy-2024-budget-congressional-justification,True,2026-07-01 13:24:45,2026-07-01
National Institute of Health (NIH),NIH-2133-health-67.jpg,https://www.nimh.nih.gov/about/budget/fy-2024-budget-congressional-justification,https://web.archive.org/web/20260701132445/https://www.nimh.nih.gov/about/budget/fy-2024-budget-congressional-justification,False,2026-07-01 13:24:45,2026-07-01
National Institute of Health (NIH),NIH-2134-health-22.jpg,https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2025-budget-information-congressional-justification-national-institute-drug-abuse,https://web.archive.org/web/20260701132455/https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2025-budget-information-congressional-justification-national-institute-drug-abuse,True,2026-07-01 13:24:55,2026-07-01
National Institute of Health (NIH),NIH-2134-health-19.jpg,https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2025-budget-information-congressional-justification-national-institute-drug-abuse,https://web.archive.org/web/20260701132455/https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2025-budget-information-congressional-justification-national-institute-drug-abuse,True,2026-07-01 13:24:55,2026-07-01
National Institute of Health (NIH),NIH-2134-health-15.jpg,https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2025-budget-information-congressional-justification-national-institute-drug-abuse,https://web.archive.org/web/20260701132455/https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2025-budget-information-congressional-justification-national-institute-drug-abuse,False,2026-07-01 13:24:55,2026-07-01
National Institute of Health (NIH),NIH-2134-health-23.jpg,https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2025-budget-information-congressional-justification-national-institute-drug-abuse,https://web.archive.org/web/20260701132455/https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2025-budget-information-congressional-justification-national-institute-drug-abuse,True,2026-07-01 13:24:55,2026-07-01
National Institute of Health (NIH),NIH-2134-health-27.jpg,https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2024-budget-information-congressional-justification-national-institute-drug-abuse,https://web.archive.org/web/20260701132521/https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2024-budget-information-congressional-justification-national-institute-drug-abuse,False,2026-07-01 13:25:21,2026-07-01
National Institute of Health (NIH),NIH-2134-health-31.jpg,https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2024-budget-information-congressional-justification-national-institute-drug-abuse,https://web.archive.org/web/20260701132521/https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2024-budget-information-congressional-justification-national-institute-drug-abuse,True,2026-07-01 13:25:21,2026-07-01
National Institute of Health (NIH),NIH-2134-health-35.jpg,https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2024-budget-information-congressional-justification-national-institute-drug-abuse,https://web.archive.org/web/20260701132521/https://nida.nih.gov/about-nida/legislative-activities/budget-information/fiscal-year-2024-budget-information-congressional-justification-national-institute-drug-abuse,True,2026-07-01 13:25:21,2026-07-01
National Institute of Health (NIH),NIH-2136-health-43.jpeg,https://www.nccih.nih.gov/about/budget/congressional/fy2023,https://web.archive.org/web/20260701132643/https://www.nccih.nih.gov/about/budget/congressional/fy2023,False,2026-07-01 13:26:43,2026-07-01
National Institute of Health (NIH),NIH-2136-health-50.jpeg,https://www.nccih.nih.gov/about/budget/congressional/fy2023,https://web.archive.org/web/20260701132643/https://www.nccih.nih.gov/about/budget/congressional/fy2023,False,2026-07-01 13:26:43,2026-07-01
National Institute of Health (NIH),NIH-2136-health-51.jpeg,https://www.nccih.nih.gov/about/budget/congressional/fy2023,https://web.archive.org/web/20260701132643/https://www.nccih.nih.gov/about/budget/congressional/fy2023,True,2026-07-01 13:26:43,2026-07-01
National Institute of Health (NIH),NIH-2136-health-53.jpeg,https://www.nccih.nih.gov/about/budget/congressional/fy2023,https://web.archive.org/web/20260701132643/https://www.nccih.nih.gov/about/budget/congressional/fy2023,True,2026-07-01 13:26:43,2026-07-01
National Institute of Health (NIH),NIH-2136-health-58.png,https://www.nccih.nih.gov/about/budget/congressional/fy2022,https://web.archive.org/web/20260701132717/https://www.nccih.nih.gov/about/budget/congressional/fy2022,False,2026-07-01 13:27:17,2026-07-01
National Institute of Health (NIH),NIH-2136-health-7.jpg,https://dpcpsi.nih.gov/oepr/crs/summary/2015,https://web.archive.org/web/20260701132721/https://dpcpsi.nih.gov/oepr/crs/summary/2015,False,2026-07-01 13:27:21,2026-07-01
National Institute of Health (NIH),NIH-2141-health-36.jpg,https://www.niams.nih.gov/about/budget/fy2022/congressional-justification,https://web.archive.org/web/20260701132812/https://www.niams.nih.gov/about/budget/fy2022/congressional-justification,False,2026-07-01 13:28:12,2026-07-01
National Institute of Health (NIH),NIH-2141-health-33.jpg,https://www.niams.nih.gov/about/budget/fy2022/congressional-justification,https://web.archive.org/web/20260701132812/https://www.niams.nih.gov/about/budget/fy2022/congressional-justification,False,2026-07-01 13:28:12,2026-07-01
